# SPDX-FileCopyrightText: 2023 Sascha Brawer <sascha@brawer.ch>
# SPDX-License-Identifier: CC0-1.0
#
# Public Domain: To the extent possible under law, the authors have
# waived all copyright and related or neighboring rights to this file.
# This work is published from Switzerland.
#
# Family names
# Example: Aberegg https://www.wikidata.org/wiki/Q37499977

Aaron;Q301610
Costabel;*
Costabelli;*
Costaldi;*
Costantini;Q16865793
Coste;Q21501522
Costeggioli;*
Costenoble;Q65100223
Costini;*
Costomeno;*
Cotiatti;*
Cotrotzo;*
Cottarelli;*
Cottenat;*
Cottens;*
Cottentin;*
Cottet;Q37108474
Cottiati;*
Cottier;Q5175612
Cotting;Q37491935
Cotture;*
Cotty;Q37508920
Coubon;*
Coucet;*
Couche;*
Coucheman;*
Couchepin;Q61740356
Couchoud;Q106352360
Cougn;*
Coulaz;*
Coulin;Q65100333
Courajod;*
Courant;Q16865806
Courbat;*
Courboud;*
Couretas;*
Coursi;*
Court;Q20996018
Courtat;Q65100447
Courtay;*
Courtelin;*
Courtes;Q65100474
Courthion;*
Courtion;*
Courtot;Q37436100
Courvoiserat;*
Courvoisier-Clément;*
Courvoisier-Piot;*
Courvoisier-dit-Voisin;*
Courvoisier;Q16865809
Cousin;Q23902153
Coutau;Q53952197
Couvette;*
Couvreu de Deckersberg;*
Couyoumtzélis;*
Covalero;*
Covelle;*
Covere;*
Covillot;*
Covini;*
Covo;*
Cozatti;*
Cozzatti;*
Cozzio;*
Craigie;Q37487695
Cramatte;*
Cramer;Q21493272
Crameri;Q55347368
Crasemann;Q20996023
Crastan;*
Crastanell;*
Crausaz dit Crousaz;*
Crausaz;Q76426182
Crauzas;*
Crave;*
Craviolini;*
Crebs;Q37480058
Crelier;Q76425653
Crem;*
Cremer;Q21488888
Cremetti;*
Cremins;Q37023961
Cremonesi;Q28136261
Cremonini;Q56538069
Creola;*
Crepey;*
Crescentino;*
Crescionini;*
Crespan;*
Crespel;Q65100585
Crespi;Q28811016
Crespini;*
Crespo de la Serna;*
Crespo;Q30320642
Crestas;*
Crestin;*
Cretallaz;*
Cretegny;*
Cretenoud;*
Cretignier;*
Cretinier;*
Crettex;*
Cretti;*
Crettin;*
Creutzer;Q104870913
Crevoisier;Q61818892
Crevot;*
Crible;*
Criblet;*
Criblez;*
Cridazzi;*
Crinsoz de Cottens;*
Crinsoz;Q117771983
Crippa;Q56538073
Crisinel;Q76425662
Cristianzi;*
Cristoforoni;*
Cristuib-Anghione;*
Critin;*
Crittin;*
Crivelli;Q3697815
Croari;*
Croato;*
Croce;Q16865876
Croci Torti;*
Croci-Maspoli;*
Croci-Torti;*
Croci;Q37319380
Crocoll;*
Croisier;*
Croisé;*
Crombac;Q76425608
Cromback;*
Crombe;*
Crombecque;*
Cron;Q36921274
Crone;Q37198333
Cronimund;*
Cropt;*
Croptier;*
Crosa Salina;*
Crosa-Betta;*
Crosara;Q113732531
Crosasso;*
Croset;*
Crosetti;Q36963745
Crosina;*
Crosnier soit Cronier;*
Croso;*
Cross;Q2672029
Crot;Q65100646
Crotanti;*
Crottet;*
Crotti;Q36989922
Crottogini;*
Croutaz;*
Crova;*
Crozier;Q5189733
Crozzi;*
Cruccionini;*
Cruchaud;*
Cruchon;Q65100669
Crud dit Bertholet;*
Crufer;*
Crugnola;Q99907501
Cruichard;*
Crusca;*
Cruse;Q16865907
Créaturaz;*
Créchard;*
Crélerot;*
Crépieux;*
Crétallaz;*
Créteau-Durussel;*
Crétenet;*
Crétenoud;*
Crétiaux;*
Crétignier;*
Crüll;*
Crüzer;*
Cslovjecsek;*
Csuka;*
Cu;Q37278009
Cuadra;Q37097313
Cuagnier;*
Cuanillon;*
Cuanoud;*
Cuany;*
Cuaz;*
Cucchi;Q21492267
Cuche;Q76417699
Cuchy;*
Cucini;*
Cudry;*
Cudré-Mauroux;*
Cudré;*
Cuendet;Q76411259
Cueni;Q76411714
Cuenin;Q37274951
Cuennet;*
Cuenod;Q112596098
Cufal;*
Cuffia;*
Cugnetto;*
Cugni;*
Cugnolio;*
Cugnoni;*
Cugny;*
Cuhat;*
Cuhel;*
Cujean;*
Cukanic;*
Culand;*
Culetto;*
Culka;*
Culoz;*
Cummings;Q16865943
Cunati;*
Cunatti;*
Cundall;Q21513472
Cunier;Q107455398
Cunliffe;Q21493284
Cunz;Q43900143
Cuolt;*
Cuoni;*
Cuony;*
Cuonz;*
Cuorad;*
Cupelin;*
Cupillard;*
Curau;*
Curchod;Q16799043
Curdy;Q37524258
Curiger;*
Curioz;*
Curlat;*
Curonici;*
Curonico;*
Currat;*
Cursaz;*
Curschellas;*
Curssow;*
Curtenaz;*
Curti;Q37071590
Curtins;*
Curtit;*
Curton;Q37490736
Curty;Q37434766
Cusa;Q36917665
Cusacchi;*
Cusin;Q56538088
Cusinay;*
Custer;Q16865962
Cutelod;*
Cutivel;*
Cuttat;*
Cuttaz;*
Cuttelod;*
Cuvier;Q20996042
Cuvit;*
Cuzin;Q63759772
Cuénet;*
Cuénez;*
Cuérel;*
Cybyk;*
Czapski;Q27946209
Czemmel;*
Czermak;Q42514397
Czernicki;Q28310960
Czirak;*
Czocek;*
Czosnowski;Q28736008
Czurda;Q112104038
Cäsar;Q95132268
Céria;*
Céréda;*
Césanne;*
Césard;*
Cò;*
Cürchod;Q117771984
D'Acierno;*
D'Agosta;*
D'Alessandri;*
D'Altri;*
D'Andrès;*
D'Hooghe;*
D'Huc;*
D'Incau;*
D'Intino;*
D'Isepp;*
D'Uscio;*
Da Gian;*
Da Mutten;*
Da Pojan;*
Da Pont;*
Da Pra;*
Da Rolt;*
Da Ronche;*
Da Rugna;*
Da Sois;*
Da Tos;*
Da Vià;*
Daasvatn;*
Dabinovic;*
Dabrowska;Q37489065
Dacci;*
Dachler;*
Dachs;Q5207604
Dachselt;*
Dadami;Q107207260
Dadier;*
Dadò;*
Daehnel;*
Daems;Q21489160
Daester;*
Daetwyler;Q76418292
Dafflon;Q76417921
Dafniet;*
Dafond;*
Dag;Q83345497
Dagani;*
Daghini;*
Daglia-Salero;*
Daglia-Zabellina;*
Daglio;*
Dagnet;Q44491097
Dagostinoz;*
Dagotto;*
Daguati;*
Daguet;Q65100825
Dahin;Q107455541
Dahinden;Q56538096
Dahinten;*
Dahl;Q1158580
Dahli;*
Dahlke;Q37535596
Dahlmann;Q37546621
Dahm;Q5208916
Dahmen;Q56244677
Dahrmann;*
Daicker;*
Dail;Q37286818
Daiz;*
Dajoz;*
Dakitsch;*
Dal Balcon;*
Dal Castel;*
Dal Fuoco;*
Dal Mut;*
Dal Ponte;*
Dal Secco;*
Dal Tin;*
Dal Vesco;*
Dal'Pan;*
Dal-Cin;Q67813654
Dalang;*
Dalcin;Q37227470
Dalcol;*
Dalcorso;*
Daldini;*
Daldoss;*
Daler;Q110569430
Dalessi;*
Daleström;*
Dalfara;*
Dalhäuser;*
Dalidio;*
Dalioli;*
Dall'Agnolo;*
Dall'Argine;*
Dall'O;*
Dall'Oco;*
Dall'Omo;*
Dalla Corte;*
Dalla Gasperina;*
Dalla Monta;*
Dalla Torre di Sanguinetto;*
Dalla;Q37507362
Dallabona;*
Dallafiora;*
Dalle Carbonare;*
Dalle Case;*
Dalle Fusine;*
Dalliard;*
Dallimonti;*
Dallinge;*
Dallmaier;*
Dallmair;*
Dallo;Q37541875
Dallwigk;*
Dallèves;*
Dalmer;Q37448261
Dalp;*
Dalri;*
Dalucas;*
Dalvesco;*
Dalward;*
Damay;*
Damazat;*
Dambach;Q37468067
Damecker;*
Damen;Q37448636
Damian;Q15063045
Daminelli;*
Dammann;Q56244683
Dammköhler;Q105529725
Damon dit Pichat;*
Damon-Pichat;*
Damour;Q37246129
Damur;*
Danacher;*
Danalet;*
Dancet;*
Danecain;*
Daneffel;*
Danelon;*
Danes;Q36865905
Dang;Q5215930
Dangelmaier;Q83345567
Dangelmeier;Q83345573
Danhieux;*
Daniel;Q181502
Danielli;Q111575710
Danielsen;Q29654627
Danini;*
Danioth;Q76411308
Dannacher;*
Dannegger;*
Dannelet;*
Dannenberg;Q16868402
Dannenhauser;*
Dannenmann;*
Danner;Q21484525
Dannmeier;*
Dannmeyer;*
Danoz;*
Dansse;*
Dantas;Q28800641
Danthe;*
Danthine;*
Danuser;Q37478600
Danz;Q37481877
Danzeisen;Q37480056
Danzer;Q37163961
Dapaz;*
Dapozzo;*
Dapp;Q37059562
Dappen;Q37472183
Dapples;Q1165556
Daprai;*
Dapraz;*
Daragan;*
Darani;*
Darasz;*
Darbellay;Q17195678
Darbelley;*
Darbi;Q5222224
Darbre;*
Dardel;Q63078283
Dare;Q16275298
Darel-Erath;*
Darier;Q76418290
Darnehl;Q117775335
Darnutzer;*
Darnuzer;*
Darva;*
Darx;*
Das;Q13553622
Daschinger;*
Dasen;Q37169678
Dassala;*
Dasser;*
Dassio;*
Dassler;Q21507977
Datrino;*
Dattelzweig dit Dattel;*
Dattola;*
Datyner;*
Datzmann;Q107427388
Daube;Q37537899
Daubenberger;*
Daubenmeier;*
Daubenmeyer;*
Daubitz;*
Daudins;*
Dauelsberg;Q27207282
Dauge;Q63140286
Daugs;Q37264926
Daulte;*
Daumüller;*
Daun;Q37496643
Dauru;*
Daut;Q37098451
Dautkus;*
Dauwalder;*
Davall;Q37534897
Davaud;*
Davel;Q37484433
Daverio;Q77049047
Davet;Q98222337
Davey;Q16245895
David;Q12652673
Davidoff;Q16869433
Davidshofer;*
Davion;Q37277439
Davis;Q12652678
Davisod;*
Davoine;Q117775336
Davoli;Q37230734
Davoët;*
Dawidowsky;*
Dawint;*
Daxelhofer-Haller;Q117775450
Daxelhofer;Q117775337
Daxelhoffer;*
Dazio;*
Dazzoni;*
Daïnow;*
De Agostini;*
De Alessandris;*
De Allegri;*
De Ambrosi;*
De Bastiani;*
De Bernardini;*
De Bertoli;*
De Brouhns;*
De Candido;*
De Cappelli;*
De Castello;*
De Checchi;*
De Cian;*
De Clavé-Bouhaben;*
De Coi;*
De Conti;*
De David;*
De Dea;*
De Donatis;*
De Faveri;*
De Feminis;*
De Gan;*
De Garrini;*
De Gaspari;*
De Gasparo;*
De Gerard;*
De Girolami;*
De Gottardi;*
De Lafferrère;*
De Lazzer;*
De Leito;*
De Martin d'Orsola;*
De Moliner;*
De Mont;*
De Nando;*
De Nardi;*
De Nervo;*
De Nicolo;*
De Pari;*
De Pedrini;*
De Pellegrin;*
De Peri;*
De Pizzol;*
De Podestà;*
De Reycke;*
De Riaz;*
De Rigo Vedova;*
De Ritz;*
De Rocchi;*
De Rossa;*
De St.Jon;*
De Stoppani;*
De Taddeo;*
De Terra;*
De Toffel;*
De Tomasi;*
De Vallier;*
De Ventura;*
De Vettor;*
De Vettore;*
De Vittori;*
De Vizzi;*
De Zaiacomo;*
De Zanet;*
De Zanna;*
De Zoppa;*
De Zordi;*
De l'Harpe;*
De la Reussille;*
De-Agostini;*
De-Biasio;*
De-Bolla;*
De-Carli;*
De-Dea;*
De-Marchi;*
De-Marco;*
De-Martin;*
De-Min;*
De-Pietro;*
De-Rungs;*
De-Sassi;*
De-Vittori;*
De;Q5244212
Deagostini;*
Dealessandris;*
Deambroggi;*
Deambrogi;*
Deambrosi;*
Deamoli;*
Deandrea;Q37437387
Deangeli;*
Debamp;*
Debartolomei;*
Debatin;*
Debeljevic;*
Debenath;*
Debernardi;Q37541976
Debernardis;Q37467281
Deberti;*
Debieux;*
Debis;*
Deboni;*
Debonneville;Q77619477
Debossens;*
Debourgogne;*
Debran;*
Debraz;*
Debrit;Q113659830
Debrot;Q37539065
Debrunner;Q37570295
Debulle;*
Debély;*
Decamilli;*
Decapitani;*
Decarisch;*
Decarlini;*
Decarro;*
Decartier;*
Dech;Q36941413
Dechevrens;*
Dechler;*
Dechristophoris;*
Decimo;*
Deck;Q16869481
Deckelmann;Q112531388
Decker;Q2674262
Decollogny;*
Decompoix;*
Decoppet;Q77404130
Decor;*
Decorges;*
Decorninge;*
Decorvet;*
Decorzant;*
Decosterd;Q65101451
Decourioux;*
Decrausaz;*
Decrauzat;*
Decreuze-dit-Dupoil;*
Decrey;Q106044835
Decrind;*
Decrue;*
Decrusch;*
Decré;*
Decuisinand;*
Decurey;*
Decurnex;*
Decurtins;Q76417801
Decò;*
Dedelley;*
Dedenon;*
Dederding;Q87185283
Dederod;*
Dedi;*
Dedial;*
Dedie;*
Dedini;*
Dedominici;*
Dedomo;*
Dedual;*
Defabiani;*
Defago;Q76422912
Defatsch;*
Defayes;*
Deferne;*
Deffaugt;*
Deffeyes;*
Defila;*
Defilla;*
Definti;*
Deflorin;*
Deflorini;*
Defranceschi;*
Defuns;*
Degallier;*
Degasper;*
Degaudenzi;*
Degelo;*
Degen;Q16449488
Degenhardt;Q37567785
Degenmann;*
Degenève;*
Degex;*
Deggeler;*
Deggelmann;*
Degiacomi;*
Degiacomo;Q37117777
Degiampietro;*
Degiez;*
Degiorgi;*
Degiovanfrancesco;*
Degiovannini;*
Degli Esposti-Venturi;*
Degli-Antoni;*
Degli-Esposti;*
Degli;*
Degoli;*
Degonda;*
Degoumois;Q110458869
Degrandi;*
Degruffy;*
Degrussa;*
Deguchi;Q5251857
Degérine;*
Dehanne;*
Dehm;Q37529585
Dehmer;Q37507551
Dehn;Q65233522
Dei Cas;*
Dei Cont;*
Deichmann;Q30265809
Deicke;Q106067580
Deigentesch;*
Deila;Q33121011
Deillon;*
Deinet;*
Deinhart;Q83345893
Deini;*
Deininger;Q36981566
Deiringer;*
Deiss;Q37037644
Deissenrieder;*
Deissinger;*
Dejosez;*
Dejung;*
Dejussel;*
Dekam;Q37225940
Dekumbis;*
Del Adom;*
Del Bel;*
Del Biaggio;*
Del Bon;*
Del Bondio;*
Del Bosco;*
Del Bue;*
Del Conte;*
Del Cul;*
Del Custode;*
Del Don;*
Del Fatti;*
Del Giorgio;*
Del Martini;*
Del Maschio;*
Del Pietro;*
Del Po;*
Del Preite;*
Del Signore;*
Del Siro;*
Del Thé;*
Del Torchio;*
Del Vesco;*
Del Villani;*
Del Zopp;*
Del'Torchio;*
Del-Curto;*
Delabays-Esandrey;*
Delabays;*
Delachaux-dit-Gay;*
Delachaux-dit-Peter;*
Delacombaz;*
Delacoste;*
Delacrausaz;*
Delacretaz;Q100704705
Delacroixriche;*
Delacuisine;*
Deladoey;*
Deladoëy;*
Delafoge;*
Delafontaine;Q63506576
Delaigue;*
Delajoux;Q105201626
Delaloye;*
Delamadeleine;*
Delamaison;*
Delamorclaz;*
Delapina;*
Delaplace;Q21509957
Delapraz;*
Delaprez;*
Delapré;*
Delaquis;Q63439041
Delaraye;*
Delarosa;Q36963849
Delarze;*
Delarüe;Q16869496
Delasara;*
Delasoie;*
Delaspre;*
Delassaraz;*
Delatena;*
Delaude;*
Delaurens;*
Delavenay;*
Delavy;*
Delay;Q37289082
Delb;*
Delbanco;Q49791666
Delbiaggio;*
Delbue;*
Delco;Q37565669
Delcorps;*
Delcò;*
Deleiderrier;*
Delers;*
Delerse;*
Deleschaux;*
Delesclefs;*
Delesderrier;*
Delesmillières;*
Delesmontey;*
Delespinasse;*
Delessert;Q56538147
Delestrade;*
Delesvaux;*
Deleurant;*
Deleury;*
Deleysin;*
Delez;*
Delfante;*
Delfanti;*
Delflasse;*
Delfoc;*
Delfosse;Q37051150
Delgrosso;Q5253721
Delhausses;Q117775338
Delherse;*
Delhorbe-Düplan;Q117775535
Delicati;*
Delisle;Q20996072
Delitroz;*
Dell Agnese;*
Dell'Agosti;*
Dell'Ambrogio;*
Dell'Ava;*
Dell'Avo;*
Dell'Oca;*
Dell'Occa;*
Dell'Olivo;*
Dell'Omo;*
Della Bruna;*
Della Cassina;*
Della Cà;*
Della Gasparina;*
Della Lucia;*
Della Neve;*
Della Putta;*
Della Ragione;*
Della Zoppa;*
Della-Bianca;*
Della-Casa;*
Della-Negra;*
Della-Torre;*
Dellabianca;*
Dellacasa;Q101038554
Dellaciacoma;*
Dellagana;*
Dellagiovanna;Q98072192
Dellamaria;*
Dellamora;*
Dellanegra;*
Dellarosa;Q28813555
Dellasanta;Q37048575
Dellavia;*
Dellenbach;Q37013441
Deller;Q21509096
Dellers;*
Delley;Q37254453
Dellodovico;*
Dellsperger;Q76411470
Delmar;Q28169779
Delmarco;*
Delmartini;*
Delmatti;*
Delmatto;*
Delmenicho;*
Delmenico;Q55364695
Delmer;Q53053500
Delmonté;*
Delmotte;Q25369670
Delmue;*
Delmuè;*
Delnotaro;*
Deloff;*
Delorme soit Delormoz;*
Delorme;Q37492478
Deloséa;*
Delouille;*
Delparente;*
Delpech;Q21493342
Delpedro;*
Delperdange;*
Delprete;Q36914103
Delpédro;*
Delrè;*
Delsen;*
Delseth;*
Deluc;Q33120454
Deluche;*
Delucinge;*
Deluigi;*
Deluz;Q37300458
Delvaux;Q23833682
Delvincenzo;*
Delz;Q76421597
Delzanno;*
Delèze;*
Delécraz;*
Deléderray;*
Delédevant;*
Delémont;*
Delétraz;*
Delévaux;*
Demages;*
Demagistri;*
Demaldi;*
Demanega;*
Demarco;*
Demarmels;Q76417567
Demarta;*
Demartin;Q37440404
Demartines;*
Dematté;*
Demaurex;*
Dembinski;Q37053188
Demelais;*
Demellayer;*
Demelli;*
Demellier;*
Demenga;Q99908272
Demerode;*
Demesmaeker;Q15891711
Demeyriez;*
Demez;*
Demichy;*
Demierre;Q56630054
Demilliac;*
Demini;*
Demisch;*
Demière;*
Demme;Q29577217
Demmeler;*
Demmler;Q37498795
Demoinsel;*
Demole;*
Demont;Q37118602
Demonterjaud;*
Demonti;*
Demornex;*
Demostene;*
Demottaz;*
Demotz;*
Dempfle;*
Demuth;Q20354612
Dencker;Q37500540
Dendena;*
Denduyts;*
Denereaz;Q77325771
Deneri;*
Denger;Q37314786
Dengler;Q21126984
Denhof;Q37436993
Denichert;*
Denicol;*
Denicola-Favre;*
Denicola;Q37461360
Deniffel;*
Denis;Q16869512
Denisard;*
Denk;Q37554519
Denkys;*
Denneberg;Q104632072
Dennemark;*
Denner;Q21448995
Dennhöfer;*
Dennler;Q37216926
Denny;Q16869517
Denogent;*
Denoréaz;*
Denoth;Q99908282
Dens;Q100720993
Dent;Q16869519
Dentan;*
Dentand;*
Denuder;*
Denz;Q36871071
Denzler;Q37500298
Deola;*
Depallens;Q63759895
Depeder;*
Depedri;*
Depedrini;*
Deperraz;*
Depeursinge;*
Depiaz;*
Depiazzi;*
Depierraz;*
Depietri;*
Depigny;*
Deplaz;*
Depollier;*
Depot;Q37551246
Depotex;*
Deppeler;*
Deppen;Q37557750
Depping;Q37209602
Deprati;*
Deprez;Q27031901
Depuoz;*
Dequevauvillier;*
Dequis;*
Der;Q37446982
Derabours;*
Deragisch;*
Deraita;*
Derameru;*
Derameruz;*
Deregis;*
Derenburg;*
Derendinger;*
Dergias;*
Deri;Q36979456
Deriaz;*
Derighetti;*
Deringer;Q37068715
Derippe;*
Derissen;*
Deritz;*
Derivaz;*
Derksen;Q21502262
Derleth;Q36990465
Derobert;*
Deroche;Q37438226
Deroty;*
Derouand;*
Derrer;Q37493831
Derrevaux;*
Derriey;*
Derron;Q76411246
Derungs;Q37304678
Deruns;*
Derupaz;*
Dervey;*
Des Arts;*
Des Gouttes;*
Des Ligneris;*
Desaga;Q65102003
Desalmand;*
Desarzens;Q76417649
Desaules;Q104837179
Desaulles;*
Desax;*
Desbaillet;*
Desbeaumes;*
Desboeuf;*
Desboeufs;*
Desborne;*
Descagni;*
Deschamps;Q764080
Deschenaux;Q76417668
Deschensky;*
Deschermeier;*
Deschler;Q37545632
Deschoux;*
Deschwanden;*
Desclouds;*
Descloux;Q65102033
Descoeudres;Q76422144
Descombaz;*
Descombe;*
Descombes;Q56245739
Descoullayes;*
Descuves;*
Desdions;*
Desergent;*
Desfayes;*
Desfeux;*
Desfontaine;*
Desgalier;*
Desgouttes;Q112599606
Desgrandchamps;*
Desgraz;*
Designori;*
Desilvestri;*
Desilvestro;*
Desimone;*
Desir;Q36951220
Deslarzes;*
Deslex;*
Desmangeot;*
Desmeules;Q63430890
Desmoulins;Q21502267
Desoche;*
Despland;Q77404143
Desplands;*
Desplanque;Q98211158
Despond;*
Desponds;Q61740359
Despraz;*
Desprez;Q21487857
Desquartiers;*
Dessarzin;*
Dessaules-dit-Duneuf;*
Dessaules;*
Dessaux;*
Dessemontet;*
Dessen;Q106067752
Desserich;Q65102158
Dessibourg;*
Dessingy;*
Dessonnaz;*
Dessoulavy;*
Dessous-l'Eglise;*
Dessuet;*
Destefani;Q37052946
Desteffani;*
Destenay;Q98215060
Destraz;Q101017287
Desusinge;*
Desuzinge;*
Desvoignes;*
Dethurens;*
Detorrenté;*
Detourbet;Q106264393
Detrey;*
Dettamanti;*
Dettelbach;*
Dettli;*
Dettling;Q37239560
Dettomas;*
Dettoni;*
Dettwyler;Q83346066
Deubelbeiss;*
Deuber;Q37234445
Deuble;Q37048832
Deucher;Q37307800
Deuchler;Q56538171
Deul;*
Deurin;*
Deuring;Q99908301
Deuschle;Q37566057
Deusinger;*
Deuss;*
Deutand;*
Deuther;*
Deutsch;Q2675368
Deutscher;Q21502270
Deutschmann;Q21484651
Devain;*
Devallonné;*
Devantay;*
Devanthey;*
Devanthéry;*
Devantéry;*
Devaud;Q28035461
Devaux;Q37142100
Devecis;*
Devegney;*
Develey;Q76421833
Devenoge;*
Devenoges;*
Devernaz;*
Devesin;*
Devevey;*
Devez;*
Devillard;Q45755701
Devillaz;*
Devinard;*
Devincenti;*
Devittori;*
Devolz;*
Devonas;*
Devrient;Q21502274
Devênes;*
Dewald;Q37112179
Dewarrat;*
Dexheimer;Q37531273
Dexter;Q99291475
Deyer;*
Deyhle;Q37501654
Deyras;*
Deytard;*
Dezaire;*
Dezlhofer;*
Dhelens;*
Dhinaut;*
Dhélens;*
Di Gallo;*
Di Laurenzio;*
Di Lena;*
Di Milita;*
Di Peri;*
Di Spirito;*
Diacci;*
Diaceri;Q117775340
Diacon;Q107215288
Diakoff;*
Dialeste;*
Dialley;*
Diamant;Q36979085
Diamanti;Q25125906
Diaque;*
Diaz;Q1209239
Dibbern;Q33546676
Dibbits;Q65950579
Dibison;*
Dicht;*
Dichtenmüller;*
Dick;Q5272610
Dicken von Oetingen;*
Dickenmann;Q105679200
Dickenstein;*
Dickey;Q5273655
Dickler-Doulkelsky;*
Dickreuter;*
Diday;*
Dides;*
Didisheim;*
Dido;*
Didra;*
Die;Q37567626
Diebison;*
Diebold;Q38047593
Dieboldswyler;*
Diefenbach;Q37497843
Diefenhardt;*
Dieffenbacher;Q37564550
Diegelmann;Q56538181
Diegoni;*
Diehl;Q18411342
Diehler;*
Diehlmann;Q36890923
Diehr;Q37492481
Diekamp;Q65446194
Dielmann;Q37558427
Diem;Q37573212
Diemant;*
Diemar;Q83346201
Diemi;*
Diener;Q37482920
Dienit;*
Dienstag;Q105710205
Dienstbach;Q116894507
Dienstberger;*
Dienstmann;Q83346218
Diepolder;*
Dier;Q37456592
Dierauer;*
Dieschberger;*
Dieserens;*
Diesmeier;*
Diesslin;*
Dietemann;*
Dieterich;Q21448111
Dieterle;Q37553083
Diethalm;*
Diethelm;Q36942632
Dietiker;Q37525210
Dietisheim;*
Dietler;Q65102340
Dietlicher;*
Dietliker;*
Dietlin;Q37514808
Dietmaier;*
Dietrich;Q18145879
Dietsch;Q16862930
Dietsche;Q37533838
Dietschi;Q76411472
Dietschweiler;*
Dietschy;Q76411573
Dietwiler;*
Dietz;Q1224249
Dietze;Q23638497
Dietzi;Q105228193
Dieu-de-Bellefontaine;*
Dieudonne;Q36973134
Diez;Q16869559
Diezi;Q61780484
Diezig;*
Dieziger;*
Digby;Q34930922
Digel;*
Diggelmann;Q76411310
Diggle;Q36908680
Digier;*
Digionantonio;*
Dignoes;*
Dignola;*
Digoin;*
Dijamatovich;*
Dijol;*
Dikelmann;*
Dikenmann;*
Dilger;Q21449377
Dilitz;*
Dill;Q16869566
Dillena;*
Dillenz;*
Dillflug;*
Dilli;*
Dillmann;Q37060538
Dillon;Q16829670
Dimitroff;Q37571825
Dimitron;*
Dimmerling;Q37236833
Dimpel;*
Dind;Q77619479
Diner;Q37259113
Dingel;Q37263369
Dinger;Q16869569
Dingetschweiler;*
Dingha;*
Dinichert;Q111737271
Dinkel;Q37444910
Dinkelkamp;*
Dinkelmann;Q107427658
Dinner;Q37548786
Dinten;*
Dintheer;*
Diog;*
Diotto;*
Diradourian;*
Direktor;Q106067931
Dirhold;*
Diricq;*
Diriwächter;*
Dirks;Q21502065
Dirler;*
Dirlewanger;*
Dirner;*
Dirr;Q37506377
Dirren;*
Dirwanger;*
Disam;*
Disch;Q30141834
Dischl;*
Disdier;Q41507758
Diserens;*
Disière;*
Disler;Q37313664
Disqué;*
Dissenbach;*
Dissler;*
Distel;Q14943885
Distelbarth;*
Disteli;*
Distretti;*
Ditel;Q83346486
Ditesheim;*
Ditisheim;Q48689284
Ditscher;*
Dittadi;*
Ditting;*
Dittloff;*
Dittmar;Q37480928
Dittmer;Q28150796
Dittrich;Q21449670
Dittus;Q37559290
Ditzler;Q36943297
Ditzoff;*
Divernois;*
Divis;Q36874834
Divéky;*
Diwu;Q4162474
Diwy;Q117776022
Dixain;*
Dixen;Q49971790
Dixon;Q1231746
Dizerens;*
Dizioli;*
Diédey;*
Diétrich;*
Djahanguiri;*
Djambazian;*
Djelali;*
Djemil;Q86593537
Djoutevitsch;*
Djévahirdjian;*
Dluga;*
Dlugatsch;*
Dmitrenko;Q107455806
Dobbas;*
Dober;Q37468666
Dobi;Q23933787
Dobiasovsky;*
Dobler;Q5286639
Dobmaier;*
Dobmann;*
Dobrachowski;*
Dobrinsky;*
Dobrzansky;*
Dobrzelewski;*
Dobusch;Q75134976
Docourt;*
Doctorian;*
Dodel;Q57318993
Dodillet;*
Doebbelin;*
Doebeli;*
Doebelin;*
Doel;Q37500560
Doerfliger;*
Doerig;Q28921854
Doerr;Q56245400
Does;Q37169424
Doess;*
Doessekker;*
Doetzkies;*
Doge;*
Doges;*
Doggweiler;*
Doggwiler;*
Doglia;*
Dogwiler;*
Dohmé;*
Dokow;*
Dolbeare;Q37555951
Dolch;Q37572798
Dold;Q37182511
Dolde;Q37031062
Dolder;Q37331609
Dolderer;*
Doldt;*
Doleires;*
Doleyres;*
Dolf;Q76421960
Dolfi;Q37537443
Dolgorouky;*
Doliman;*
Dolivo-Dobrovolski;*
Doll;Q16869611
Dolle;Q37560633
Dolleires;*
Dollenbacher;*
Dollenmeier;*
Dollfus von Volkersberg;*
Dollmeier;*
Dolmiez;*
Dolnicek;*
Dolp;*
Dolpp;*
Dolt;*
Doluchanjanz;*
Dolézal;*
Dom;Q30669570
Domamüller;*
Domanowicz;*
Dombald;*
Dombon;*
Domeck;*
Domedi;*
Domeisen;Q60661703
Domendietti;*
Domeni;*
Domenichetti;*
Domenichini;Q101038728
Domeniconi;Q99981218
Domenighetti;*
Domenighini;*
Domenigoni;*
Domfeld;*
Domiczek;*
Domig;*
Dominguez;Q27649409
Dominietto;*
Dominjoud;*
Dominoni;*
Dommann;*
Dommen;*
Domon;Q28053823
Dompmartin;*
Donada;Q63143922
Donadini;*
Donat-Magnin;*
Donath;Q21491155
Donati;Q23038735
Donatsch;Q102423385
Donatz;*
Donau;*
Donauer;Q111757248
Donche-Gay;*
Donche;*
Doncic;*
Dondainaz;*
Dondénaz;*
Donegan;Q5295643
Donetta;*
Donhoff;*
Donizzetti;*
Donnazzolo;*
Donndorf;*
Donnet-Bron;*
Donnet-Corday;*
Donnet-Descartes;*
Donnet-Monay;*
Donnet;Q16869626
Donneur;*
Donniez;*
Donski;*
Donzallaz;*
Donze;Q37539010
Donzel;Q105107658
Doppelhammer;*
Dopple;*
Doppler;Q16869634
Doppmann;*
Dora;Q17516304
Dorbes;Q65102485
Dorcier;*
